video_id,comments
NthyaMXeMrw,"['This video was fixed and re-uploaded. Greatly appreciate the comment from Taint for pointing out to blur the address, thanks!', 'Is integrated GPU will suit for learning data science', 'Interesting...Have you got the RAPID tutorial published?', 'What is the cost of this processor ?', ""From the begin sound like you're Thai people ,I'm just finish my Master Degree of Data Analytics and I'm very interesting about this field of IT. BTW thanks for you video."", 'May i ask you which python IDE you use sir?', 'congrats on getting the GPU!\nI look forward to the rapids-tutorials! :D', 'Great video.', 'Hello, first of all, thanks for the time dedicated to making these types of videos; the information share is always useful.\r\nI wanted to ask you a question, Do you choice of the video card is about the RAM capacity? Because the RTX titan is quite expensive (although with a lot of money available I would buy it without thinking), in general, the performance of the RTX TITAN is very close to an RTX 2080ti. \n\nFor the price of the RTX TITAN, you could buy 2 RTX 2080ti + a complete computer with a Ryzen 3700x processor for example, in this case, you would have 22gb of ram vs 24gb of ram that the RTX TITAN has but you would have almost 60% more power.\r\n\nI attach Titan RTX Deep Learning Benchmarks and other comparisons. \n\nhttps://lambdalabs.com/blog/titan-rtx-tensorflow-benchmarks/#:~:text=The%202080%20Ti%20offers%20the,sufficient%20for%20your%20training%20needs.&text=At%20half%2Dprecision%2C%20the%20Titan,48%20GB%20of%20GPU%20memory.\n\nhttps://lambdalabs.com/blog/2080-ti-deep-learning-benchmarks/\n\nhttps://www.pugetsystems.com/labs/hpc/RTX-Titan-TensorFlow-performance-with-1-2-GPUs-Comparison-with-GTX-1080Ti-RTX-2070-2080-2080Ti-and-Titan-V-1345/#:~:text=The%20RTX%20Titan%20has%20good,sizes%20for%20deep%20learning%20jobs.\n\nMaybe you found it at a good price. The RTX 3090 is supposed to arrive this year with a probable price of AU $ 3000 and considerably more power than an RTX TITAN and prices of old generation should go down.\n\nThank you again for your videos.', 'Congratulations Chanin :) You deserve it :)👍👍👍👍']"
o36iNQD6y3Q,"['Dear sir , can do the implementation of Machine-Learning Energy Gaps of Porphyrins with Molecular Graph\r\nRepresentations via python I am stucked please help', 'Dear sir , can do the implementation of Machine-Learning Energy Gaps of Porphyrins with Molecular Graph\r\nRepresentations via python I am stucked please help', 'Dear sir , can do the implementation of Machine-Learning Energy Gaps of Porphyrins with Molecular Graph\r\nRepresentations via python I am stucked please help', 'Dear sir , can do the implementation of Machine-Learning Energy Gaps of Porphyrins with Molecular Graph\r\nRepresentations via python I am stucked please help', 'Dear sir , can do the implementation of Machine-Learning Energy Gaps of Porphyrins with Molecular Graph\r\nRepresentations via python I am stucked please help', 'Good to know. Your videos have helpful. Congrats Prof.', 'Congrats on your first year! I hope you keep going :)', ""Hey Chanin, congrats on your 1 year mark :) started following you when you had 3000 subs and it's great to see your channel grow!! thanks for the shoutout as well"", 'Congrats Profesor.. Thanks for share your knowledge.', 'Many Congratulations Sir, You are doing great.❤️ I pray before one another complete you will achieve highest subscriber.\n\nOne request sir, it will be very very helpful if we another interesting data science project for more learning, Thank you.\nMany Congratulations 🎉']"
z5HfbXORZsg,"['👉Watch Part 1 of the Streamlit tutorial series https://www.youtube.com/watch?v=ZZ4B0QUHuNc&list=PLtqF5YXg7GLmCvTswG32NqQypOuYkPRUE\n** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'Thank u so much, this is very helpful', 'Thanks a lot for your vedio，I have benefit much from it since an AI had reconmend it for me several days ago!', 'Are you planning video series on chatgpt-3.5+ for fine-tuning to oue use-case ? @data Professor', 'Why sidebar scroll bar is not working?', 'Good stuff\n\nBTW, due to updates of Streamlit the stats for sidebar() are needing enclosing with float()', 'This is really great work sir. By the way, I am Mainak, your old subscriber. All the best with the noble work sir.', 'Data professor i have doubt can you resolve my doubt', 'sir, can you provide code for this??', 'Thank you professor, really intersting course']"
Mbe3T2iHbbA,"['Hi!  Is there any certification after completing these courses?\n🧐For example, a certification in Natural Language Processing!', 'is it really university? or just a certification?', 'Saludos hay cursos en español ?', 'Are you Thai', 'all of you scumbags,, go to your sisters whoares you and your country are good people to the Iraqi people', 'What would you like to recommend for data analytics?', 'Your name is difficult to remember than ML concepts 😉. Great content Data Professor👍', 'I  learned python and wrote short scripts to be bioinformatician. My bachelor is in biochemistry and molecular bio. Can you please recommend which course should I take from Amazon being new to AI.', 'Do these courses make anyone job-ready?', 'Can you please write down your name, cause for me it is hard to understand it?']"
RGfeGRt32Dk,"['Thank you, Can you recommend a good book for learning computatioanl drug disovery using machine learning?', ""Hi there! Your video is soooo useful. You've fueled my ambition for Bioinformatics. Can you give me some advice about my learning path? Should I take Bachelor's degree in Bioinformatics or start first with Data Science and then take the Master's Degree in Bioinformatics?"", 'Excellent videos by the Data Professor. Feel free to read the following blog paper on Medium website “Apply Machine Learning\nAlgorithms for Genomics Data Classification”. This will help you to understand how to apply Machine Learning algorithms for\ngenomic data classification. This blog paper contains the latest ML/AI technologies applied to human genomic data classification today.', 'would you make a tutorial video for using RDKit? Thanks', ""why aren't we using (tuned_et ) in the hold out testing?\nwould the result vary in both?\n\n\n*prediction_holdout = predict_model(et)* given"", 'Anyone can help me ?\nI have a list of receptors (chemical compounds). Are there any ways to do docking process by autodock vina with python code on Jupyter ?\nThank you !', 'Inspirational Video❤️', ""I'm beginner in the field of Bioinformatics and required to use Network based algorithms for drug re-purposing. I don't know where to start. Please guide me"", ""Hi, Thank you so much for the awesome video. I m getting the same error as others due to installing pycaret 2.1.2. Is there any way of running this code on this version or rolling back to version 1.0 ? Any help would be greatly appreciated.\n\nI have kind of resolved the issue for pycaret 2.0 with this code tuned_et = tune_model(et,optimize= 'MAE')\n\nhowever if i select the n_iter argument , then the model tuning stops, so a default value of  n_iter  = 10 works. Any insights anyone could provide on this ?"", ""Dear professor, can you help me solve this code problem?\n\ncode：\n\ntuned_et = tune_model('et', n_iter = 50, optimize = 'mae')\n\nError message：\n\n## An exception has occurred, use %tb to see the full traceback.\n\n## SystemExit: (Type Error): The behavior of tune_model in version 1.0.1 is changed. Please pass trained model object.""]"
vgM16UvHbZQ,"['Try out his books. They are concise, practical and beginner friendly.', 'I am facing some problem for installing linux in virtual box. Can you plz help me to solve this problem by installing this', ""I am very inspired by machine learning mastery but I can't effort the Ebook so is their any free crack Ebook download site please revert if any. I'm very passionate to get into more insights of mathematical aspects of ML thank best content hope for any hack by your side."", 'Thank you professor for this video. Actually I subscribed to his newsletters and free short courses but I had never given enough time and emphasis but with your recommendation, now I know where to find necessary help touted in  a step by step guides', 'This is great. Thanks', 'Just found your channel. Subscribed!', ""Thank you Prof. Good content.\n\nBut still don't get it why you channel has less than 1 million subscribers. \n\nI will share your content. Some people will find it useful"", 'Love your work..', 'First the virtual internships , now this , thank you so much !', 'SUBSCRIBED Data Professor']"
EC53ftrYf9A,"['👉Watch this video next (How to learn data science in 2021) https://youtu.be/oR670Txwh88\nSupport this Channel  👇👇👇\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org\n👉 Data Professor @ Medium http://medium.dataprofessor.org/', 'Instead of a web app can we make the R Shiny app as a stand alone desktop app?', ""Hi Can you also help me understand the mechanism or process to deploy R Shiny web app in an on Prem server and in an AWS server please. Thanks for the video's"", 'is there possible to deploy shiny web application in azure web app with container image?', 'Do you know how to deploy an R app in a subfolder of a git repo to heroku? I was able to follow your instructions to deploy my app when by itself but I cannot deploy it when it is in a folder.', 'why when I deploy your project and my project in heroku, it stuck and grayed out in website?', 'thank youuuuuu', 'Where can I find the buildpack link?', 'Thanks for explaining in simple way... I have one question this will work only on local machine right? Can you help us to make web app of this please?', ""I got this during deployment: \r\n !     ERROR: This buildpack is NOT intended for use with the 'heroku-20' stack""]"
6oHl7hNWn2o,"['Hello sir, can you tell me how to convert multiple sequence from dna  to Protein software. Reply is welcome', 'Thank you so much my brother, I decided today to star my journey with this field , I am a Bio engineer but I need more knowledge from other fields... In sha Allah Bioinformatics and coding is gonna be the best choice for me.', 'Excellent videos by the Data Professor. Thank you! Feel free to read the following blog paper on Medium website “Apply Machine Learning Algorithms for Genomics Data Classification”. This will help you to understand how to apply Machine Learning algorithms for genomic data classification. This blog paper contains the latest ML/AI technologies applied to human genomic data classification today.', 'Oh my God..  This video is inspiring..   I have biology entered into bioinformatics.', 'dear professor, thank you very much for the very good videos and the great explanations! i have already learned how to use pandas thanks to your videos! I am very interested in this video because I also understand basic concepts of protein biosynthesis. \nwith the other great vidoes about chemoinformatics i miss the background knowledge.\nWill you produce more videos like this one in the future, where the focus is on genetics and data science (in python)?\n\ngreetings from the ruhr university bochum (germany)', 'Hey I have recently graduated with a Mathematics degree and want to pursue a career in data analytics/consulting.\nDo you think it is worth doing a masters in data analytics/science or could I learn the additional skills though virtual internships and boot camps?', ""I'm really grateful to you! I'm so glad I subscribed to you awhile ago, but now I'll have to turn on my notifications for your channel! \n\nI'm a programmer working to join the bioinformatics field, the opposite direction, so the resource you listed is perfect for me to progress that direction!\n\nAs I free up my schedule I will be excited to dedicate my time to the content, information and studies you've provided on your channel! \n\nThanks again so much!"", 'Love how your showing how data science can be applied to biology! Awesome video Chanin!', 'Thank you sir!', 'Thanks lot']"
wGaGm0sj04M,"['The code no longer works for creating scatter plots you might have to take down the video and make another one', 'Dear Sir, first of all thanks for producing such a wonderful series. I am working with Part4, and using my own data file. \n\nWhen I want to train regression model with random Forest. I receive a ValueError: Input y contains NaN. \n\nAny suggestions to solve this error?', 'Thanks for ur Explanation and support. I have one confused thing;\nthe model r2 value is around 0.51... is it best?\n how make approach to one any one with this skill can respond to me?', 'Dear professor, I am getting an error in random forest model"" Input contains NaN, infinity or a value too large for dtype(\'float64\')."" how to resolve that', 'Hello Professor, \nThis video series has been very helpful, thank you very much. \n\nI have a concern though. Is it good practice to perform feature selection before the data split?', ""Wow, That's really amazing, really thank a lot, Please answer this question, 1. can you explain how is this model used to predict the pIC50 value, the last scatter plot shows experimental PIC50 vs predicted PIC50, what I expected is all molecules on x axis and predicted PIc50 on y axis, then I can know which molecules has higher or lower PIc50 values. And 2. How can I know the most important features of a molecule to better design a drug. And one more thing, 3. How can I actually design a drug out of this (let's say for corona virus), should I try some chemical compounds (which have many molecules) which has most of their molecules active/inactive?"", 'Dear Professor, Thank you so much for the wonderful explanation. Why we are choosing the Random forest for model building here?', 'Dear Professor, \nThanks for such informative content on this topic. I am confused about, how did you decide the threshold for variance. Can you please elaborate? \nThanks', 'Hello Chanin, \n\nI have been following your work for a while now. You are really doing a good job. \n\nI am currently working on a similar project for my masters now. I have a couple of questions: \n\n \n1. Once the output has been predicted, how do we know which compound works the best for the disease? \n( I am new to machine learning )\n2. Do you have any published papers?', 'hi professor. When i tried using VarianceThreshold to remove low variances, there was an error saying cannot convert strings into float. How to fix this error? Thank you very much']"
gbOvtkIH5sQ,"['So are you saying if I pass this program I can put on my resume that I attended Harvard University!? Also, do you think taking the Harvard courses would be enough to get at least an entry level data analyst job?', 'Does anyone know a course that use Jupyter notebook?', 'Thank you 🙏🏽', 'Thanks for your help fam 🙏 love and blessing', 'Hi, I have a question, if a take all the course for free and complete all, can I still pay for get the certification?', 'DO these free courses give you a certification at the end?', ""Hi, there. Can we do each course separately and still get the data science overall certification in case we finish them all? I ask this because I don't know if I'll be able to do them all, so I wouldn't like to pay it all at once. Thanks!"", 'Hi Data Professor. I’m a Data Analyst, working mostly in SQL. I want to learn and explore data science using Python. Which one would you recommend? Micromasters in Statistics and Data science (MITx) or Micromasters in Data science (UcSandiego) Please advise :)', ""I'm a Data Scientist from way back. I was a Statistics TA in grad school and have coded in SAS and Sql since the late 90s. That said when I wanted to learn the new skills I went to EDx and started the program you reviewed. So far it has been a high quality course. I've been impressed."", ""The video title says the course is free. It's freaking $793!!!!!!! How is $793 free?? Is there a financial aid or something???  @Data Professor""]"
xiBXspqs0dk,"['👉Watch Part 1 of the Streamlit tutorial series https://www.youtube.com/watch?v=ZZ4B0QUHuNc&list=PLtqF5YXg7GLmCvTswG32NqQypOuYkPRUE\n** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'How would i go about creating pages for individual players with info like bio, age, position etc. with contract info, past year teams and stats and so forth??', ""Hello, I'm seeing an issue when trying to sort the numeric values. When clicking the dataframe to sort by points, the numbers are scattered such as 9 appearing to be the highest value when it isn't. I've tried to alter this by changing the dtype to a float but that does not appear to solve any issue. Not sure if this is a streamlit issue but possibly. The percentages work just fine, just when they start to include an integer with a decimal point is when the issues begin to rise."", 'StreamlitAPIException: (""Expected bytes, got a \'int\' object"", \'Conversion failed for column FG% with type object\')\r\n\r\nTraceback:\r\nFile ""C:\\Users\\Vamsh\\Desktop\\deepl\\dee.py"", line 44, in <module>\r\n    st.dataframe(df_selected_team) i am getting this following error please help', ""is there a way to do this with an excel spreadsheet? I use an original statistic that can't be found on the web, has there been a video in this playlist that may go over that?"", 'This channel is one of the best in the subjects that is covered here. I have a question about working with two or more databases in streamlit. I would like the user to select the desired base. How can I do it? Thanks.', 'Hello @DataProfessor,\nwas working on a new project.\nI want to add a footer to the streamlit page. How to do that ????\nWant to use this with unsafe_allow_html.\nPlease HELP!!!!!!', ""Thank you for the video this is exactly what i need for my first project, I have a question 'st.title()' does not work for me it says it is an undefined variable, is there something  i need to install before i can use it\n\nSorry if i am unclear i am new to python, i am using visual studio but also installed anaconda after you made reference to it"", 'We are lucky to have you as an youtuber. Really, everything about data becomes easy after I watch your videos. Amazing work professor. (Rather I must call you Data Magician)', 'just amazing dear Chanin']"
iz0lqfLJSgA,"[""I am wondering if the program is bogus as it has been a month already and the wait list still appears to be stuck at 55%. Please let me know if I'm mistaken."", ""Need a team! Let's join : https://www.insidesherpa.com/virtual-internships/WcLh73G57rcD3MRhY/waitlist?invite=E8ggN95K8YTHYxGmu"", 'https://www.insidesherpa.com/virtual-internships/prototype/WcLh73G57rcD3MRhY/Data%2520Science%2520%26%2520AI?invite=7LJSH3teEmbtuhSuc', 'I need members too!!!', ""Great work professor 😍 keep it up. Most of the internships are related to data analytic. I'm looking internships sport to ML Engineering jobs. Do you know some thing like that?"", 'Group virtual internship! This is awesome. An opportunity to work with other people is great as you can learn how to be a team player. Awesome finding by a virtual internship pioneer :)', 'Another awesome opportunity!  \nThis series has been a great resource for me to find virtual learning experience in this tough time. Thank you for the content Chanin!', 'Who need a team, I am here', 'I invites the people but still not getting the opportunity', 'This looks pretty trash to be honest, because it\'s exploiting students/unemployed workers. They say it\'s ""free"", but who on earth would pay to do an internship? People should be paid for their skills, not exploited. There\'s plenty of free online websites were you can practise data science skills, however, here you are actively providing a useful service for a company and they are giving you nothing in return. My advice is, if you have your own idea or project you\'re interested, use that time and your skills to complete that instead of building up another company for free.']"
A5c7FQGJlf8,"['@Ken Jee has released a podcast interview with the @Data Science Jay, please also check it out, “How to Get a Data Science Job at FANG (ft. Data Science Jay)” https://youtu.be/zGlJ-QndG8E', 'Sir i want your bioinformatics projec that facinates me alot and made me hungry for more my request is you can yoi start new bioinformatics project specially on how machine learning or data science can be used  in drug repurposing.kindly think about it to kick start.', 'Very insightful! Thank you Chanin and Jay', ""Came across Jay's podcast with Towards Data Science when I was applying for full-time positions back in 2019. His story was interesting to me as I was also looking into data science positions straight out of college. Great advice and discussion! Thanks Chanin & Jay!"", 'https://youtu.be/lQ-ZqNnNSxY', 'Very excited for this one!']"
zK4Ch6e1zq8,"['👉Watch Part 1 of the Streamlit tutorial series https://www.youtube.com/watch?v=ZZ4B0QUHuNc&list=PLtqF5YXg7GLmCvTswG32NqQypOuYkPRUE\n** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'I love these videos...Just found them.  Has anyone run into an issue with the Heroku app crashing because of a PORT binding issue?', 'Thank you very much', 'The Notification Belle will be the most hounded after chick on Campus. Everybody is hitting on her.', ""this is brilliant, can't wait to use it at work"", ""Great lesson,Great teacher!!! it's awesome！come from mainland of china"", 'Can you also teach how to deploy same web app on heroku using Heroku CLI? Thanks in advance.', ""Thank you for this piece of information regarding deployment of model unto Heroku. However, I'm currently trying to depoy my project work Heart disease detection using machine learning on Heroku it still not working for me.                                                              can anyone guide me with this as i'm currently struggling with the deploymnet.                        Thank you."", 'You made it look so easy! Hopefully it will be a breeze for me too! Thanks a lot for your content.', 'Thank you very much man!!! Saved my night!!!']"
iBQlukGBZ78,"['interesting upload Data Professor. I broke that thumbs up on your video. Keep on up the awesome work.', 'Where to get the certificate for this course ?', ""why do you look like Joma's elder bro xD?"", 'I have a good background in ML, even practical experience but want to widen my knowledge in this area. A lot of courses in Coursera offer quizzes and unnecessary details in math such as solving the equations, etc. I am sure it is what I was looking for, Thank you so much professor!!!', 'Which ML course do you recommended more for beginner? Amazon or Google?', 'Thank you. I will try it.', 'I came across a google python course and I then lost the link. Anyone have it by chance?', 'Does this course give certificate?', 'thank you so much  for your time :❤️😁', 'Great one!']"
Eai1jaZrRDs,"['👉Watch Part 1 of the Streamlit tutorial series https://www.youtube.com/watch?v=ZZ4B0QUHuNc&list=PLtqF5YXg7GLmCvTswG32NqQypOuYkPRUE\n** Support this Channel\nIf you like this video, please make sure to LIKE, SUBSCRIBE, COMMENT and SHARE!\n🌟 Buy me a coffee https://www.buymeacoffee.com/dataprofessor\n🌟 Download Kite for FREE https://www.kite.com/get-kite/?utm_medium=referral&utm_source=youtube&utm_campaign=dataprofessor&utm_content=description-only\n👉 Subscribe to this YouTube channel https://www.youtube.com/dataprofessor?sub_confirmation=1\n👉 Join the Newsletter of Data Professor http://newsletter.dataprofessor.org', 'I created a ML model and deployed on streamlit. It still shows all the dummy columns. Currently figuring out how to remove the dummy columns after encoding. Thanks for the tutorial.', 'Very neatly explained. Thanks a lot. While watching your video, I am also building the app in parallel. I never knew so much is possible with streamlit.', 'How we came to know which values we will give as a list in slider?', 'may i know what methode this is ?', 'Hello sir, any thoughts on ML model performance for zero-heavy data (aka a zero-inflated response) and alternative approaches such as statistical modeling (hurdle, zero-inflated modeling). Could you compare the two methods? A video on this would be very interesting. I have tried decision trees and random forests on this type of data and there is severe overfitting. It is a very interesting modeling problem.', 'idk where is [""sex"", ""island""], but I want to go there.', 'here get dummies for the sex column? is that ok', ""Hi Data Professor, your example csv file, i find that it was save in a public repository in Github. What if my file is in private repository, how can i 'call' the csv file?"", 'I think we don’t need to import the random Forest Module in order to use the pickled model. The pickled object works even without importing the sklearn module in the code. This was also strange for me but it works so far in my projects.\nP.S. i use Joblib to dump trained models']"
6kD2OzF2uoU,"['I tried this dataset with a neural network that trains well on the Iris dataset but I got crappy results and cannot figure out how to improve my results. I also cannot find any tutorials using this dataset or any explanations as to how it differs from the Iris dataset.', 'Thank you so much, sir. We have got a new dataset now. 😊', 'Chanin can you plz cover some topics od deep learning like seq2seq, attention, transformer, BERT. I wanna study and implement these NLP frameworks but could not find any good video where they r teaching how to implement it. It would be great if u could make one.!', 'Was never aware of this dataset until now!  Thank you for showing this!', 'Super useful vid. Thanks 😊', 'I was about to make this dataset available to Python users as well and I saw you uploaded the cleaned CSV file on your GitHub! Thank you so much, Chanin!', 'Just now I was think of you and the video is here. Nice tutorial. Thanks.', 'Sir do we need to encode categorical features in unsupervised learning??']"
ddFskLtQsbI,"['Entertaining and informative! Great effort ... I have created a related video that talks self-development podcast for your data scientist career. Check out- https://www.youtube.com/watch?v=HfPZkuU65OY', 'LEGENDS. TEACHERS.', 'All of you are legends!! Nice sharing and discussion. Thanks for conducting this. Appreciate it a lot!', 'This is really good to see you guys working together!', 'I want @daniel_bourke to be in here 😁', 'How much data structure and algorithm data scientist or ML/DL developer need to know?', 'I have one question. Please help me in this situation. My task is,  preventing maintenance of a pump. I have done some research but still I am confused, do I need to use machine learning regression or classification model? Also, I want to know that if I have RMS value around 0.0010 both in training and validation, will it be over fitting?\nThank you very much in advance...', 'all  4 giants are here ,  wow', 'Great to see so many perspective in this video!', 'East & south Asians killing the tech game as usual']"
RIgtCsj7KTY,"['What?!  I had no idea these were a thing!', 'Thank you so much', 'This is very useful.  Do you know if there are any similar data engineering programs?', 'Is it Quantum or Quantium??', ""Thank you once again for updating us with such valuable resources. Do u know wether we can re-submit the project to test wether we are able to get more accurate results? That'll definitely help us rectify our mistakes."", 'It is showing wait list . What should i do ?', ""Thank you so much. In fact, I really have interest in Bioinformatics and right now I'm currently pursuing my masters degree in applied data analytics @ Boston University. Meanwhile, I will love to maybe reach out to you for guidance and some thoughts on that field."", ""Joma's other brother?"", 'How to register for this internship', 'Thank you so much sir pls do more of it 😊']"
1JtTS0xfkvg,"[""🎯 Key Takeaways for quick navigation:\n\n00:01 📚 Pandas UI is a new Python library for data manipulation and exploratory analysis.\n00:29 🧩 Pandas UI employs Python libraries like pandas, numpy, plotly, etc., for efficient data access.\n01:11 ⚙️ Pandas UI automates operations on dataframes, generating corresponding Python code.\n01:39 🎯 Designed for both beginners and advanced Python users, Pandas UI reduces data preprocessing time.\n02:20 🛠️ Using Pandas UI is straightforward: import, invoke the function, and manipulate data interactively.\n03:04 📊 Generate statistical reports and perform quick exploratory analysis with Pandas Profiling integration.\n04:01 🔍 Explore columns, adjust visualizations, sort data, and rename columns within Pandas UI.\n05:04 🔒 History function in Pandas UI allows for reversing and redoing actions, and code can be saved for later.\n05:59 📈 Create powerful visual presentations effortlessly, and copy generated code for future use.\n06:25 🌐 Pandas UI offers an interactive 3D plot for enhanced visualization.\n06:40 🕒 Key benefits of Pandas UI include reducing coding time, ease of use, and local data analysis capability.\n07:19 💻 It's compatible with Jupyter Notebook and enables secure local data analysis.\n07:49 🙌 Pandas UI is introduced by Arun, a machine learning practitioner from Chennai, India.\n\nMade with HARPA AI"", ""I've been really looking for the free time between contracts to combine this with some nlp set ups for advanced visualization and data handling techniques"", ""I'm feeling that i became more senior watching this! Thks!"", 'This is an open source alternative to bamboolib.  I hated my experience with Bamboolib.  The pricing was outrageous, and the software corrupted almost every virtual environment that I installed it into.  It took 3-4 tries and then it finally worked.  I gave up and waited several months for a Bamboolib update that finally worked.  The developers and their tutorials were not much help either.  \n\nIt is great that pandas UI includes and builds upon pandas profiling.', 'Whats the main difference between pandas-ui and pandasgui?\n\npandas-ui: https://github.com/arunnbaba/pandas_ui\n\npandasgui: https://github.com/adamerose/pandasgui', 'can you please make a tutorial on plotly chart studio is way helpful and it provides code access.\nThanks hoping for the video.', 'Does anyone know how to use this package on a Google Colab Notebook?', 'Got the feeling that this lib deserved a better ""review"" than this.', 'but i think that it will degrade the data manipulation techniques with  progrmming', ""Hi, Professor!  I hope you could help me..after successful installation of the pandas-ui package, i have an Module Not Found Error: No module named 'pandas_ui' in my jupiter notebook.  When i call pip list,  i can see that it is already installed ( pandas-ui version 0.1). How can i fix it, help please?""]"
EuZccF96qto,"['Wow! Glad to have found this series.', 'Thank you for your efforts,', 'Thanks so much for this series! Only issue I am having is I cannot access the site, times out. Anybody else have this issue?', 'Can I include this virtual internship as internship in my resume?', '[Best way to learn data science is to do data science] - inspiring, thanks!!', 'Thank you so much', 'So if we list this on our resume or LinkedIn do we put it as InsideSherpa or ANZ?', 'Another useful internship!!', 'Awesome series🔥👍', ""Thank you very much it's help 🙏""]"
8M20LyCZDOY,"['Part 1 of this Streamlit (Web Application in Python) series is here https://www.youtube.com/watch?v=ZZ4B0QUHuNc', 'Thanks for this explanation, and the definition of these components\r\nCan these tools connect to Firebird databases?', 'Its 2023 and I watching and start learning this beautiful language and framework from Brasil! 🇧🇷 Thanks for you efforts! I go watch ALL of your videos. \n\nThat was the first time I ran a Streamlit application! Thanks so much!', 'Thank you so much for this.', ""I'd like to say thank you for your effort. I have a plan to learn about data handling with your video."", 'Appreciate this❤', 'Top notch. Easy. Fast. No bs. Thanks buddy', 'love it ♥', '🤩👏👏👏👏', 'Thanks a lot great content']"
zD2focOkQ48,"[""I have a question if I wanted to look at a different protein? How would I go about doing that I've completed part 1 and 2 looking at a protein associated with Alzheimer's and would like to add it to do part 3 and 4."", ""in the descriptors_output.csv file how did you get the labels as  PubChemFP0,PubChemFP1,PubChemFP2... \nWhen i converted the molecules.smi file i'm getting the labels as nHBAcc\tnHBAcc2\tnHBAcc3\tnHBAcc_Lipinski\tnHBDon...."", 'Hi Prof. Could you please the papers published from this research activity. I will like to read interpretation of some of the result. Thank you sir', 'So am confused as to why Part 1 creates the ""bioactivity file associated with coronavirus"" and then Part 2 uses this file.  Part 3 then references a file that was never created.  Looked in the gitub and saw another codeset showing how to get the 2nd file.  Wish this was explained better at the beginning of this video.', 'Good job prof. Please why do you use only the fingerprint descriptors instead of calculating all the descriptors that padel can calculate.\nAlso will the fingerprint descriptors describe the compounds better', 'Good stuff!  Exceptionally good stuff! Followed to the end.', 'clap-clap for me, I listened till the end!', 'I am halfway through. I am very excited to be working on this project.', 'sir, What does the pubchem fingerprints describes? that means what 0 and 1 represents in CSV file?', 'Hello Sir\nFirst of all, thank you so much for such great videos !!\nI build my research on this. I have a doubt regarding the input for this part, to get the csv file for a different target, what would have to be done? do i have to make the file manually ? I checked in ChemBL and there was only 4 drugs for my target. What do you think can be done such a situation ?\nThanks in advance']"
SNOOHEylMVQ,"['you go straight to the point without nonsense keep it up  thank you !', 'Thank you, keep up the great work, \nYou are helping me infinitely', 'But sir I would like ask u one question is that should I learn AI(Artificial intelligence) I m confused about this topic because u know ...we had taken someone webinar on data science with one institute in mumbai and they have given me data science syllabus but their mentioned about AI ...so please tell should I learn AI or not', 'Thanks for mind-blowing ideas ...I m gonna see u today webinar with krishna naik and Dhawal sir and u ...but I would like u request u that please make more on data science like deep learning 😊, statistics etc ...', 'Hello, New subscriber here.\nTo complete this vitual internship do I have to complete all the modules or just the data science case study module will be enough?', 'Will this internship help to land a new data science job in NSW by any means . Love from india❤️', 'Congratulations 🎉', ""I'm also run virtual internship to my client"", 'Hello Professor, How to get BFSI domain knowledge. Please suggest the same while I have around 10-year experience in others domains.', 'Thanks for this video.']"
